path_to_zip,workunitid,sizeZipfile,n_inputs,enzymes,fastaFiles,nThreads,FixedModification,VariableModifications,Rmd
/srv/www/htdocs/p2883/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-13/workunit_174621/709041.zip,174621,1.2G,18,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2891/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-26/workunit_175363/717905.zip,175363,276M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2891/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-18/workunit_177171/755592.zip,177171,1.2G,12,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2891/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-16/workunit_222215/1360074.zip,222215,3.7G,12,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2891/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-17/workunit_222276/1360708.zip,222276,3.4G,12,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2898/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-25/workunit_175254/716949.zip,,6,,,,,,,
/srv/www/htdocs/p2904/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-07/workunit_182846/972616.zip,182846,3.8G,84,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2904/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-13/workunit_183087/973580.zip,,7,,,,,,,
/srv/www/htdocs/p2904/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-13/workunit_183088/973587.zip,183088,3.8G,84,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2904/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-10/workunit_185740/1036876.zip,185740,3.5G,84,Trypsin/P,fgcz_HomD_plus_9606_reviewed_cnl_20180703.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2909/bfabric/Proteomics/MaxQuant/2018/2018-09/2018-09-25/workunit_175295/717093.zip,175295,1.4G,27,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2910/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-01/workunit_175512/718928.zip,,6,,,,,,,
/srv/www/htdocs/p2910/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-04/workunit_175753/720974.zip,175753,2.8G,47,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2910/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-04/workunit_175779/721618.zip,,6,,,,,,,
/srv/www/htdocs/p2910/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-04/workunit_175780/721621.zip,,6,,,,,,,
/srv/www/htdocs/p2910/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-05/workunit_175792/721674.zip,,6,,,,,,,
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-16/workunit_176719/738152.zip,176719,58M,2,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-16/workunit_176720/738155.zip,176720,37M,2,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,48,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2018/2018-10/2018-10-17/workunit_177058/754453.zip,177058,46M,2,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-08/workunit_196663/1221630.zip,196663,3.8G,30,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-12/workunit_197075/1228428.zip,197075,4.5G,30,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-15/workunit_197162/1229224.zip,197162,3.7G,20,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-15/workunit_197163/1229227.zip,197163,3.7G,20,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-15/workunit_197164/1229230.zip,197164,6.2G,20,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-20/workunit_200249/1292160.zip,200249,6.3G,20,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-08/workunit_220656/1354169.zip,220656,2.6G,20,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-08/workunit_220657/1354172.zip,220657,2.6G,20,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-09/workunit_221911/1357106.zip,,5,,,,,,,
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-11/workunit_222009/1358903.zip,,6,,,,,,,
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-13/workunit_222018/1358928.zip,222018,4.0G,30,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2916/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-14/workunit_222034/1359298.zip,222034,2.5G,19,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (K) Oxidation (M),QCReport.Rmd
/srv/www/htdocs/p2920/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-28/workunit_184345/1006632.zip,184345,1.6G,24,Trypsin/P,fgcz_9913_uniprot_ref_cnl_20170817.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2943/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-27/workunit_239043/1558914.zip,,6,,,,,,,
/srv/www/htdocs/p2943/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-02/workunit_239191/1560072.zip,,6,,,,,,,
/srv/www/htdocs/p2943/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-08/workunit_239472/1568171.zip,239472,707M,14,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2943/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-09/workunit_239509/1568384.zip,239509,3.1G,15,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2943/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-29/workunit_244356/1694548.zip,244356,264M,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-14/workunit_183127/973970.zip,183127,145M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-28/workunit_183992/993731.zip,183992,100M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-03/workunit_184800/1018027.zip,184800,136M,3,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-09/workunit_187912/1068470.zip,187912,1.9G,48,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-15/workunit_189180/1083191.zip,189180,1.9G,49,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-23/workunit_190622/1097969.zip,190622,1.8G,48,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-04/workunit_230779/1378035.zip,,6,,,,,,,
/srv/www/htdocs/p2954/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-05/workunit_230834/1378616.zip,230834,1.3G,24,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-23/workunit_183599/979950.zip,183599,72M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-23/workunit_183600/979953.zip,183600,73M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-17/workunit_186436/1049747.zip,,6,,,,,,,
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-17/workunit_186441/1049806.zip,,7,,,,,,,
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-17/workunit_186531/1051694.zip,186531,150M,12,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2019/2019-02/2019-02-19/workunit_192889/1146554.zip,192889,2.3G,15,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2019/2019-02/2019-02-24/workunit_193237/1151498.zip,193237,2.1G,15,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2960/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-13/workunit_194290/1162957.zip,194290,2.1G,15,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p2961/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-07/workunit_182821/972571.zip,182821,178M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2961/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-20/workunit_183408/978081.zip,183408,525M,12,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2961/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-26/workunit_183704/981264.zip,183704,562M,12,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2961/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-23/workunit_200319/1292787.zip,200319,3.8G,16,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2961/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-17/workunit_238408/1544218.zip,238408,1.9G,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2968/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-23/workunit_183635/980008.zip,183635,623M,12,Trypsin/P,fgcz_9986_cnl_rabit_20181123.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2971/bfabric/Proteomics/MaxQuant/2018/2018-11/2018-11-28/workunit_184060/996776.zip,184060,109M,4,Trypsin/P,p2971_db1_Wheat_Zymoseptoria_20181127.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2971/bfabric/Proteomics/MaxQuant/2018/2018-12/2018-12-06/workunit_185104/1025253.zip,185104,299M,15,Trypsin/P,p2971_db1_Wheat_Zymoseptoria_20181127.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2995/bfabric/Proteomics/MaxQuant/2019/2019-02/2019-02-06/workunit_192074/1128050.zip,192074,110M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p2995/bfabric/Proteomics/MaxQuant/2019/2019-02/2019-02-25/workunit_193262/1151580.zip,193262,1.2G,8,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3003/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-17/workunit_203441/1330043.zip,203441,154M,4,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3005/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-12/workunit_231179/1381743.zip,231179,1.1G,12,Trypsin/P,fgcz_4932_ensembl_R64_1_1_20171115.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3005/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-12/workunit_231204/1382131.zip,231204,1.1G,12,Trypsin/P,fgcz_4932_ensembl_R64_1_1_20171115.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3053/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-24/workunit_195073/1173165.zip,195073,138M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3053/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-24/workunit_195074/1173168.zip,195074,200M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3053/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-20/workunit_197344/1232045.zip,197344,646M,12,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3053/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-21/workunit_197348/1232373.zip,197348,445M,12,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-12/workunit_194255/1162638.zip,194255,801M,4,Trypsin/P,p3086_db1_Listeria_20190312.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-19/workunit_194629/1167711.zip,194629,817M,4,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-22/workunit_194962/1172020.zip,194962,800M,4,Trypsin/P,p3086_db1_Listeria_20190312.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-29/workunit_195480/1182091.zip,195480,1.7G,15,Trypsin/P,p3086_db1_Listeria_20190312.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-01/workunit_195707/1193914.zip,195707,798M,4,Trypsin/P,p3086_db2_ListeriaUP_20190401.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-01/workunit_195708/1193917.zip,195708,799M,4,Trypsin/P,p3086_db3_Listeria_20190401.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3086/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-02/workunit_195961/1199753.zip,195961,1.7G,15,Trypsin/P,p3086_db3_Listeria_20190401.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-25/workunit_195090/1173307.zip,195090,1.6G,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-25/workunit_195091/1173310.zip,195091,1.8G,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-10/workunit_196886/1226966.zip,196886,264M,4,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-23/workunit_197502/1234239.zip,197502,2.9G,8,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-23/workunit_197504/1234250.zip,197504,2.9G,8,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-04/2019-04-23/workunit_197506/1234261.zip,197506,1022M,8,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-07/workunit_198737/1272617.zip,198737,5.2G,24,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-08/workunit_198771/1272734.zip,198771,6.7G,24,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3101/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-10/workunit_198956/1273898.zip,198956,5.6G,24,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-21/workunit_199339/1277362.zip,199339,295M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-23/workunit_199496/1280936.zip,199496,346M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2019/2019-06/2019-06-24/workunit_200335/1292851.zip,200335,1.7G,16,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-17/workunit_201091/1305241.zip,201091,1.7G,16,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-25/workunit_201489/1309381.zip,201489,1.3G,16,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239817/1573901.zip,239817,2.7G,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3134/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239819/1573907.zip,239819,713M,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
